Advertiser,Date,Device,Type,First Seen,Last Seen,Link to Creative,Spend,Impressions
Pella Corporation,1/1/2025,YouTube,Video,11/3/2024,4/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/aed4f8e890156821/media,15625.5583,2230357
Pella Corporation,1/1/2025,Facebook,Photo Post,1/26/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/-468396371753252458.png,2617.8859,362268
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,3/1/2024,5/29/2025,,3505.3781,485082
Pella Corporation,1/1/2025,Instagram,Reel Post,1/1/2025,1/20/2025,https://s3.amazonaws.com/YM_Ads/-4985010132239263066.png,139.0832,17216
Pella Corporation,1/1/2025,Instagram,Story Post,1/1/2024,5/29/2025,,16552.5063,2048865
Pella Corporation,1/1/2025,Mobile Display,Image,9/7/2024,2/23/2025,https://s3.amazonaws.com/YM_Ads/OuoqfpgR9SjzeSDNFcZ8DA.gif,39.0587,4717
Pella Corporation,1/1/2025,Desktop Display,HTML5,2/26/2024,5/3/2025,https://s3.amazonaws.com/YM_Ads/L0bTDzE3WFZRZsTt27a6gQ.png,210.5206,45788
Pella Corporation,1/1/2025,Instagram,Story Post,1/2/2025,1/18/2025,https://s3.amazonaws.com/YM_Ads/-3506349758333373788.png,910.5612,112709
Pella Corporation,1/1/2025,Facebook,Photo Post,1/3/2025,1/14/2025,https://s3.amazonaws.com/YM_Ads/-802400047046738283.png,3299.6222,456609
Pella Corporation,1/1/2025,Instagram,Photo Post,1/2/2025,1/18/2025,https://s3.amazonaws.com/YM_Ads/-3506349758333373788.png,2613.9117,323551
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,5/8/2020,5/29/2025,,3774.1929,467166
Pella Corporation,1/1/2025,Desktop Display,HTML5,1/3/2025,1/27/2025,https://s3.amazonaws.com/YM_Ads/MYit18ky4E2CVAPaOoBBRg.png,291.2579,30810
Pella Corporation,1/1/2025,Instagram,Reel Post,12/30/2024,2/27/2025,,151.0584,18698
Pella Corporation,1/1/2025,Facebook,Photo Post,1/4/2025,1/14/2025,https://s3.amazonaws.com/YM_Ads/-6330641522259556092.png,2104.9117,291282
Pella Corporation,1/1/2025,Mobile Display,HTML5,1/1/2018,4/14/2025,https://s3.amazonaws.com/YM_Ads/4r6Upjaa4Gj7UQw76s8thw.png,125.3264,58264
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,1/4/2025,2/18/2025,,598.1877,74043
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,1/2/2025,2/26/2025,,877.3089,108593
Pella Corporation,1/1/2025,Facebook,Photo Post,1/3/2025,1/6/2025,https://s3.amazonaws.com/YM_Ads/-6510151516822635338.png,592.9645,82055
Pella Corporation,1/1/2025,Desktop Display,Image,6/17/2024,5/11/2025,https://s3.amazonaws.com/YM_Ads/kmO50ztra5EMB6uVGS6TLQ.gif,24.9585,1872
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/2/2025,1/31/2025,,3574.8382,494694
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/7/2025,1/31/2025,,3935.4683,544600
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,12/30/2024,2/27/2025,,148.7975,18418
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,12/1/2024,2/25/2025,,749.8228,92813
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,5/2/2024,5/9/2025,,148.7975,18418
Pella Corporation,1/1/2025,Facebook,Photo Post,1/9/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/-7557767557757740333.png,1477.5599,204468
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,12/5/2024,2/17/2025,,1039.8103,128708
Pella Corporation,1/1/2025,Instagram,Story Post,5/20/2022,2/1/2025,,2941.3688,364083
Pella Corporation,1/1/2025,Mobile Display,Image,6/17/2024,5/11/2025,https://s3.amazonaws.com/YM_Ads/kmO50ztra5EMB6uVGS6TLQ.gif,265.4632,32038
Pella Corporation,1/1/2025,Instagram,Photo Post,1/25/2025,4/3/2025,https://s3.amazonaws.com/YM_Ads/-8727989232337585606.png,143.0039,17701
Pella Corporation,1/1/2025,Instagram,Reel Post,12/5/2024,2/17/2025,,897.2091,111057
Pella Corporation,1/1/2025,Instagram,Reel Post,12/1/2024,2/25/2025,,872.9819,108058
Pella Corporation,1/1/2025,Desktop Display,HTML5,1/9/2025,2/12/2025,https://s3.amazonaws.com/YM_Ads/11cAn5m_kYGP1eTFQCkCvA.png,440.8721,46635
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/2/2025,1/6/2025,,1173.0298,162327
Pella Corporation,1/1/2025,Instagram,Reel Post,1/20/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/-1125993205057341601.png,147.8437,18300
Pella Corporation,1/1/2025,Desktop Display,Image,9/7/2024,2/23/2025,https://s3.amazonaws.com/YM_Ads/OuoqfpgR9SjzeSDNFcZ8DA.gif,54.7884,6334
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,1/1/2024,5/29/2025,,3800.6132,470441
Pella Corporation,1/1/2025,Facebook,Photo Post,1/30/2025,2/1/2025,https://s3.amazonaws.com/YM_Ads/103558814268245566.png,2648.0778,366447
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,9/16/2024,4/28/2025,,1477.5874,204473
Pella Corporation,1/1/2025,Facebook,Video Post,7/15/2024,1/13/2025,https://s3.amazonaws.com/YM_Ads/-8843916858511737661.png,315.0218,43593
Pella Corporation,1/1/2025,Instagram,Story Post,5/8/2020,5/29/2025,,1623.4489,200951
Pella Corporation,1/1/2025,Facebook,Photo Post,1/31/2025,5/25/2025,https://s3.amazonaws.com/YM_Ads/5271821228637943001.png,289.6859,40087
Pella Corporation,1/1/2025,Facebook,Photo Post,10/28/2024,1/30/2025,https://s3.amazonaws.com/YM_Ads/-7847023170273810643.png,584.4325,80875
Pella Corporation,1/1/2025,Instagram,Reel Post,12/9/2024,2/25/2025,https://s3.amazonaws.com/YM_Ads/3925056072383142919.png,607.4505,75190
Pella Corporation,1/1/2025,Instagram,Photo Post,1/20/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/-1125993205057341601.png,283.7976,35129
Pella Corporation,1/1/2025,Mobile Display,Image,6/18/2024,1/3/2025,https://s3.amazonaws.com/YM_Ads/T43fYDpfZZ5gfAvxoJ4oyg.png,168.8035,16019
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,12/2/2024,1/2/2025,,153.0822,18949
Pella Corporation,1/1/2025,OTT,Video,11/5/2024,1/16/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/398812128cdbda0c/media,4488.8086,194891
Pella Corporation,1/1/2025,Facebook,Photo Post,1/24/2025,1/24/2025,https://s3.amazonaws.com/YM_Ads/5391052356866546449.png,289.9745,40127
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,3/1/2024,5/9/2025,,850.4701,117689
Pella Corporation,1/1/2025,Desktop Display,HTML5,1/9/2025,3/31/2025,https://s3.amazonaws.com/YM_Ads/y1IkkFn6hccfviTOvOhe3A.png,253.6727,26835
Pella Corporation,1/1/2025,Desktop Display,Image,12/3/2024,6/1/2025,https://s3.amazonaws.com/YM_Ads/LAmytw7Bvamd61eJTA4dHQ.png,204.1436,35125
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,7/8/2024,1/4/2025,,603.7241,83544
Pella Corporation,1/1/2025,Instagram,Photo Post,1/3/2025,1/6/2025,https://s3.amazonaws.com/YM_Ads/-6510151516822635338.png,152.0186,18817
Pella Corporation,1/1/2025,Facebook,Photo Post,1/17/2025,4/2/2025,https://s3.amazonaws.com/YM_Ads/-6329289869265142902.png,580.7454,80365
Pella Corporation,1/1/2025,Instagram,Photo Post,1/14/2025,1/14/2025,https://s3.amazonaws.com/YM_Ads/624798871149357409.png,153.4586,18995
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/3/2025,1/31/2025,,4686.0459,648465
Pella Corporation,1/1/2025,Facebook,Video Post,1/23/2025,1/23/2025,https://s3.amazonaws.com/YM_Ads/7720247873602867697.png,289.0065,39993
Pella Corporation,1/1/2025,OTT,Video,3/28/2023,1/13/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9c2f7dbda643ad2d/media,4567.4375,121627
Pella Corporation,1/1/2025,Instagram,Story Post,2/2/2023,4/14/2025,,462.5763,57258
Pella Corporation,1/1/2025,Instagram,Photo Post,1/30/2025,2/1/2025,https://s3.amazonaws.com/YM_Ads/103558814268245566.png,732.3282,90648
Pella Corporation,1/1/2025,Mobile Display,Image,12/3/2024,6/1/2025,https://s3.amazonaws.com/YM_Ads/LAmytw7Bvamd61eJTA4dHQ.png,1670.0119,201605
Pella Corporation,1/1/2025,Instagram,Story Post,1/22/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/4687838862958266705.png,290.4639,35954
Pella Corporation,1/1/2025,Mobile Display,Image,6/18/2024,1/3/2025,https://s3.amazonaws.com/YM_Ads/tWbBSQD3a4rso19kDSk1uA.gif,168.8035,16019
Pella Corporation,1/1/2025,Instagram,Photo Post,1/8/2025,1/9/2025,https://s3.amazonaws.com/YM_Ads/-7771097639599580394.png,151.2525,18722
Pella Corporation,1/1/2025,Instagram,Photo Post,1/17/2025,4/2/2025,https://s3.amazonaws.com/YM_Ads/-6329289869265142902.png,153.121,18953
Pella Corporation,1/1/2025,Facebook,Photo Post,1/1/2025,1/21/2025,https://s3.amazonaws.com/YM_Ads/1254955978102639652.png,5940.8365,822106
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,5/10/2024,1/17/2025,,3076.5767,425744
Pella Corporation,1/1/2025,Instagram,Story Post,1/30/2025,2/1/2025,https://s3.amazonaws.com/YM_Ads/103558814268245566.png,584.6951,72374
Pella Corporation,1/1/2025,Facebook,Photo Post,1/5/2025,1/6/2025,https://s3.amazonaws.com/YM_Ads/902897179322867515.png,860.995,119147
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/1/2025,2/19/2025,,600.7314,83130
Pella Corporation,1/1/2025,Desktop Display,Image,6/17/2024,5/14/2025,https://s3.amazonaws.com/YM_Ads/18nVJhYCwYCIFjbi_Ne00A.png,589.522,44687
Pella Corporation,1/1/2025,Instagram,Photo Post,1/29/2025,1/29/2025,https://s3.amazonaws.com/YM_Ads/-493318046480625084.png,147.8437,18300
Pella Corporation,1/1/2025,Mobile Display,Image,12/3/2024,5/15/2025,https://s3.amazonaws.com/YM_Ads/nPA7gIpIBBR6-TzgymRHWQ.png,6.0076,710
Pella Corporation,1/1/2025,YouTube,Video,1/19/2025,1/19/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/71baac64ab163f5a/media,98.977,14128
Pella Corporation,1/1/2025,Instagram,Story Post,6/3/2023,1/5/2025,,155.5419,19253
Pella Corporation,1/1/2025,YouTube,Video,12/16/2024,4/3/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/cf69c416b7a7abcc/media,1717.3724,245135
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,7/14/2024,5/28/2025,,437.1408,54109
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,2/2/2023,4/14/2025,,1169.6427,144778
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,12/29/2024,1/15/2025,,154.3899,19110
Pella Corporation,1/1/2025,Instagram,Story Post,1/29/2025,1/29/2025,https://s3.amazonaws.com/YM_Ads/-493318046480625084.png,295.6875,36600
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,1/5/2025,1/30/2025,,922.3645,114170
Pella Corporation,1/1/2025,Desktop Display,HTML5,1/14/2025,1/29/2025,https://s3.amazonaws.com/YM_Ads/6AMwmmO4XIXLkv3UjI-Z5A.png,68.53,7250
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,3/2/2024,5/27/2025,,586.1892,81118
Pella Corporation,1/1/2025,Instagram,Photo Post,1/22/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/4687838862958266705.png,435.6959,53931
Pella Corporation,1/1/2025,Instagram,Story Post,2/10/2023,5/25/2025,,2255.7525,279215
Pella Corporation,1/1/2025,Facebook,Photo Post,1/27/2025,2/1/2025,https://s3.amazonaws.com/YM_Ads/7057907340028601281.png,1752.8352,242561
Pella Corporation,1/1/2025,Instagram,Photo Post,1/6/2025,1/19/2025,https://s3.amazonaws.com/YM_Ads/6242262765063306406.png,602.2839,74550
Pella Corporation,1/1/2025,Facebook,Photo Post,1/29/2025,1/29/2025,https://s3.amazonaws.com/YM_Ads/-493318046480625084.png,1727.575,239064
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,12/25/2024,5/31/2025,,145.2319,17977
Pella Corporation,1/1/2025,Instagram,Reel Post,1/22/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/4687838862958266705.png,292.5581,36213
Pella Corporation,1/1/2025,Desktop Display,Image,12/3/2024,5/15/2025,https://s3.amazonaws.com/YM_Ads/nPA7gIpIBBR6-TzgymRHWQ.png,149.5779,11160
Pella Corporation,1/1/2025,Desktop Display,HTML5,1/16/2025,3/31/2025,https://s3.amazonaws.com/YM_Ads/7KElhw5L1BjUfWEnwsJ0AA.png,121.4722,12849
Pella Corporation,1/1/2025,Instagram,Reel Post,1/22/2025,1/24/2025,,290.4639,35954
Pella Corporation,1/1/2025,Facebook,Photo Post,1/6/2025,1/28/2025,https://s3.amazonaws.com/YM_Ads/-1900723810721035540.png,3193.7463,441958
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,1/22/2025,1/24/2025,,143.0786,17710
Pella Corporation,1/1/2025,Instagram,Photo Post,1/6/2025,1/28/2025,https://s3.amazonaws.com/YM_Ads/-1900723810721035540.png,903.7127,111861
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/22/2025,1/31/2025,,5238.7945,724953
Pella Corporation,1/1/2025,Instagram,Photo Post,1/2/2025,1/30/2025,https://s3.amazonaws.com/YM_Ads/9040907916272264925.png,1353.6226,167550
Pella Corporation,1/1/2025,Facebook,Photo Post,1/2/2025,1/30/2025,https://s3.amazonaws.com/YM_Ads/9040907916272264925.png,7129.5138,986598
Pella Corporation,1/1/2025,OTT,Video,10/16/2024,5/31/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/a7850f42b7ad9cf3/media,11572.3945,467216
Pella Corporation,1/1/2025,Instagram,Photo Post,12/8/2024,1/24/2025,https://s3.amazonaws.com/YM_Ads/-681452546545463189.png,142.0417,17582
Pella Corporation,1/1/2025,Instagram,Photo Post,1/22/2025,1/27/2025,https://s3.amazonaws.com/YM_Ads/2566480788762997642.png,442.2724,54744
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,9/8/2023,5/31/2025,,1130.3727,156424
Pella Corporation,1/1/2025,Mobile Display,Image,11/2/2024,1/1/2025,https://s3.amazonaws.com/YM_Ads/6JWo3WwY-2AI38m4uqseew.jpg,34.8813,4717
Pella Corporation,1/1/2025,Instagram,Reel Post,2/2/2023,4/14/2025,,147.8437,18300
Pella Corporation,1/1/2025,Facebook,Photo Post,1/8/2025,1/9/2025,https://s3.amazonaws.com/YM_Ads/-7771097639599580394.png,302.3514,41840
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,3/20/2024,5/24/2025,,143.0039,17701
Pella Corporation,1/1/2025,Facebook,Photo Post,1/4/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/-1650734989131551925.png,5035.5882,696836
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/3/2025,3/29/2025,,302.9175,41918
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/3/2025,1/8/2025,,1520.6917,210436
Pella Corporation,1/1/2025,Instagram,Reel Post,12/25/2024,5/31/2025,,147.6331,18274
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,7/21/2024,1/16/2025,,306.1049,42360
Pella Corporation,1/1/2025,Instagram,Photo Post,1/6/2025,1/21/2025,https://s3.amazonaws.com/YM_Ads/-4082292630017997558.png,302.9738,37502
Pella Corporation,1/1/2025,Facebook,Photo Post,12/25/2024,1/10/2025,https://s3.amazonaws.com/YM_Ads/-5839456051319407394.png,583.3377,80724
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,6/6/2022,3/15/2025,,747.523,92528
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,1/10/2025,3/29/2025,,893.2518,123611
Pella Corporation,1/1/2025,Facebook,Photo Post,1/1/2025,1/28/2025,https://s3.amazonaws.com/YM_Ads/-8686780073552142604.png,1204.5779,166691
Pella Corporation,1/1/2025,Instagram,Reel Post,12/8/2024,1/24/2025,https://s3.amazonaws.com/YM_Ads/-681452546545463189.png,143.0786,17710
Pella Corporation,1/1/2025,Facebook,Photo Post,1/20/2025,1/31/2025,https://s3.amazonaws.com/YM_Ads/-5945444995957378654.png,2293.2145,317338
Pella Corporation,1/1/2025,Facebook,Photo Post,1/16/2025,4/27/2025,https://s3.amazonaws.com/YM_Ads/-6127968768407844263.png,1440.8493,199389
Pella Corporation,1/1/2025,Facebook,Photo Post,1/17/2025,2/1/2025,https://s3.amazonaws.com/YM_Ads/4387899328320033161.png,6383.4471,883355
Pella Corporation,1/1/2025,Instagram,Unknown Post Type,1/3/2025,1/8/2025,,155.4548,19242
Pella Corporation,1/1/2025,Instagram,Story Post,6/13/2024,5/27/2025,,303.0573,37512
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,3/1/2024,1/30/2025,,2095.9764,290046
Pella Corporation,1/1/2025,Facebook,Unknown Post Type,3/2/2024,4/9/2025,,898.3595,124317
Pella Corporation,1/1/2025,Instagram,Reel Post,1/6/2025,1/21/2025,https://s3.amazonaws.com/YM_Ads/-4082292630017997558.png,154.0001,19062
Pella Corporation,1/1/2025,Instagram,Photo Post,1/1/2025,1/28/2025,https://s3.amazonaws.com/YM_Ads/-8686780073552142604.png,460.8252,57042
Pella Corporation,1/1/2025,YouTube,Video,1/30/2025,2/15/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c71d5b8acf423612/media,105.9618,15125
PGT Custom Windows and Doors.,1/1/2025,Instagram,Unknown Post Type,4/2/2024,3/22/2025,,295.6875,36600
Rite Window,1/1/2025,YouTube,Video,1/5/2023,1/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9c463ddb8447e356/media,205.9118,29392
"Solatube International, Inc.",1/1/2025,Instagram,Unknown Post Type,4/14/2024,5/31/2025,,458.0372,56696
"Solatube International, Inc.",1/1/2025,Facebook,Unknown Post Type,10/28/2024,1/17/2025,,906.5428,125451
"Solatube International, Inc.",1/1/2025,YouTube,Video,7/2/2024,1/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/6f121d38fe354546/media,206.1468,29425
"Solatube International, Inc.",1/1/2025,Facebook,Unknown Post Type,12/9/2024,5/8/2025,,1733.0635,239824
"Solatube International, Inc.",1/1/2025,Facebook,Unknown Post Type,1/24/2025,3/18/2025,,289.9745,40127
Thompson Creek Window Company,1/1/2025,OTT,Video,1/22/2025,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d2762c8d39810931/media,10427.2266,420980
Thompson Creek Window Company,1/1/2025,Facebook,Photo Post,1/18/2025,1/18/2025,https://s3.amazonaws.com/YM_Ads/-4897933378045840430.png,574.1681,79454
Thompson Creek Window Company,1/1/2025,YouTube,Video,1/17/2025,2/10/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/75f372a9019d43e3/media,197.574,14100
Thompson Creek Window Company,1/1/2025,Facebook,Unknown Post Type,12/20/2024,1/7/2025,,619.1758,85684
Thompson Creek Window Company,1/1/2025,Instagram,Unknown Post Type,7/30/2024,4/18/2025,,614.1945,76025
Thompson Creek Window Company,1/1/2025,Instagram,Unknown Post Type,1/13/2025,2/9/2025,,300.9947,37257
Thompson Creek Window Company,1/1/2025,Instagram,Reel Post,1/13/2025,2/9/2025,,727.2313,90017
Thompson Creek Window Company,1/1/2025,YouTube,Video,1/17/2025,1/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/33e563e18ea69821/media,402.1497,57402
Thompson Creek Window Company,1/1/2025,Facebook,Photo Post,1/7/2025,1/15/2025,https://s3.amazonaws.com/YM_Ads/-1245333974728880517.png,1243.8377,172126
Thompson Creek Window Company,1/1/2025,Facebook,Photo Post,1/19/2025,1/21/2025,https://s3.amazonaws.com/YM_Ads/-1961783399804473208.png,554.377,76716
Thompson Creek Window Company,1/1/2025,YouTube,Video,1/12/2025,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d2762c8d39810931/media,433.498,30938
Thompson Creek Window Company,1/1/2025,Facebook,Video Post,1/24/2025,2/11/2025,https://s3.amazonaws.com/YM_Ads/8323797570962544939.png,579.949,80254
Thompson Creek Window Company,1/1/2025,Desktop Display,Image,1/12/2025,3/31/2025,https://s3.amazonaws.com/YM_Ads/jsD4aJQUdV4-FkaMor0FJw.jpg,35.5773,12044
Thompson Creek Window Company,1/1/2025,Facebook,Unknown Post Type,3/15/2024,5/28/2025,,301.7501,41757
Thompson Creek Window Company,1/1/2025,Mobile Display,Image,1/12/2025,3/31/2025,https://s3.amazonaws.com/YM_Ads/jsD4aJQUdV4-FkaMor0FJw.jpg,41.4552,5629
Thompson Creek Window Company,1/1/2025,Instagram,Story Post,12/8/2020,5/18/2025,,156.3176,19349
Thompson Creek Window Company,1/1/2025,Instagram,Unknown Post Type,12/8/2020,5/18/2025,,149.9363,18559
Thompson Creek Window Company,1/1/2025,Mobile Display,Image,1/30/2025,3/28/2025,https://s3.amazonaws.com/YM_Ads/uNpbO5LjQkKd5BexBtzHwQ.jpg,153.3676,22516
Thompson Creek Window Company,1/1/2025,Desktop Display,Image,1/12/2025,3/31/2025,https://s3.amazonaws.com/YM_Ads/enG9AnFbdxHXgvA40ksIQA.jpg,75.0498,30077
Weather Tite Windows,1/1/2025,OTT,Video,5/30/2022,2/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/ed50e77d030e153d/media,3318.8596,133993
Weather Tite Windows,1/1/2025,OTT,Video,9/28/2024,5/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/383c85167a39cc97/media,5591.9829,225766
Weather Tite Windows,1/1/2025,YouTube,Video,1/13/2025,2/6/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/5b2123dbc848f2b4/media,327.6675,46770
Weather Tite Windows,1/1/2025,OTT,Video,1/22/2025,4/14/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/3f0cdf14f0fc7650/media,10427.2266,420980
Weather Tite Windows,1/1/2025,YouTube,Video,1/2/2025,1/2/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/53a523032ea879a4/media,688.3723,49128
Weather Tite Windows,1/1/2025,OTT,Video,7/20/2022,2/15/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/847d1637e6cda0f0/media,7642.8484,308566
Weather Tite Windows,1/1/2025,YouTube,Video,10/11/2024,2/2/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/3c98bbe8439bf702/media,1381.0361,98562
Weather Tite Windows,1/1/2025,OTT,Video,5/20/2022,5/13/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/fbbfb175c3232cc1/media,8426.834,340218
Weather Tite Windows,1/1/2025,Facebook,Video Post,8/31/2024,5/30/2025,https://s3.amazonaws.com/YM_Ads/4708382673701247504.png,604.2134,83612
Weather Tite Windows,1/1/2025,OTT,Video,5/20/2022,5/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/23c1898a6b018207/media,5786.1973,233608
Weather Tite Windows,1/1/2025,OTT,Video,2/29/2024,1/16/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/53a523032ea879a4/media,10948.104,442011
Weather Tite Windows,1/1/2025,OTT,Video,1/27/2025,2/9/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/5b2123dbc848f2b4/media,9396.6904,379374
Weather Tite Windows,1/1/2025,YouTube,Video,1/30/2024,1/8/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/a95085c4a80a987b/media,661.2045,47190
Weather Tite Windows,1/1/2025,YouTube,Video,4/24/2023,2/5/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/6c97fbe258de55fa/media,857.0673,61168
Weather Tite Windows,1/1/2025,YouTube,Video,3/22/2023,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/23c1898a6b018207/media,221.4726,31612
Window Concepts Inc,1/1/2025,YouTube,Video,12/20/2024,2/12/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/5b629578c52b0708/media,5114.8805,730084
Window Concepts Inc,1/1/2025,YouTube,Video,1/4/2025,1/27/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/cd57dd7d369d64d1/media,4047.9163,577790
Window Concepts Inc,1/1/2025,YouTube,Video,1/14/2025,1/14/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d6cc16c8fb8792ce/media,220.9545,31538
Window Concepts Inc,1/1/2025,OTT,Video,12/6/2024,2/12/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/5b629578c52b0708/media,66403.1755,2686663
Window Concepts Inc,1/1/2025,OTT,Video,1/4/2025,4/11/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/cd57dd7d369d64d1/media,28120.766,1144254
Window Nation,1/1/2025,YouTube,Video,1/10/2025,1/10/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0db1196f5f6504ef/media,210.0518,29982
Window Nation,1/1/2025,X (formerly Twitter),Unknown Post Type,5/25/2023,2/2/2025,,21.344,9543
Window Nation,1/1/2025,Facebook,Photo Post,1/31/2025,5/19/2025,https://s3.amazonaws.com/YM_Ads/-1466089192345885400.png,869.0577,120261
Window Nation,1/1/2025,Facebook,Photo Post,1/30/2025,2/27/2025,https://s3.amazonaws.com/YM_Ads/6500310773295627105.png,2648.0777,366447
Window Nation,1/1/2025,Instagram,Reel Post,3/1/2024,5/17/2025,,2103.6752,260390
Window Nation,1/1/2025,Facebook,Unknown Post Type,3/12/2024,5/17/2025,,2379.9393,329340
Window Nation,1/1/2025,Instagram,Reel Post,1/30/2025,2/27/2025,https://s3.amazonaws.com/YM_Ads/6500310773295627105.png,581.7763,72013
Window Nation,1/1/2025,OTT,Video,1/2/2025,5/2/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0416c646699467ce/media,5777.2823,226695
Window Nation,1/1/2025,OTT,Video,11/2/2024,4/8/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9ac9de13536376f4/media,9219.3457,245502
Window Nation,1/1/2025,OTT,Video,11/1/2024,1/30/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f1f1174e8f67c708/media,27167.0979,1085137
Window Nation,1/1/2025,OTT,Video,7/2/2024,1/5/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c7d0e26333900333/media,8328.1631,336234
Window Nation,1/1/2025,YouTube,Video,1/21/2025,2/12/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/bfbbe5d70bbfcef8/media,425.5494,60742
Window Nation,1/1/2025,Instagram,Photo Post,1/31/2025,5/19/2025,https://s3.amazonaws.com/YM_Ads/-1466089192345885400.png,144.7144,17913
Window Nation,1/1/2025,OTT,Video,5/3/2024,1/8/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/01111e060661d4af/media,11183.9658,451532
Window Nation,1/1/2025,YouTube,Video,7/3/2024,1/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c7d0e26333900333/media,224.9767,32113
Window Nation,1/1/2025,Mobile Display,Image,1/10/2025,5/30/2025,https://s3.amazonaws.com/YM_Ads/A_P7YdlwdqYhz_kK8YIprA.png,310.6416,37546
Window Nation,1/1/2025,Facebook,Photo Post,12/30/2024,1/29/2025,https://s3.amazonaws.com/YM_Ads/13678593455198822.png,47660.4667,6595359
