Advertiser,Date,Device,Type,First Seen,Last Seen,Link to Creative,Spend,Impressions
Andersen Corporation,1/1/2025,Desktop Display,HTML5,1/3/2025,1/5/2025,https://s3.amazonaws.com/YM_Ads/QfsPmub2MZ-VXUix3fYYTg.png,37.2944,3945
Andersen Corporation,1/1/2025,Desktop Display,HTML5,6/19/2024,5/16/2025,https://s3.amazonaws.com/YM_Ads/DHjk4NYLSES1j1vggtcNsA.png,4579.7729,1378522
Andersen Corporation,1/1/2025,Instagram,Unknown Post Type,1/3/2025,1/23/2025,,2757.3441,341302
Andersen Corporation,1/1/2025,Facebook,Link Post,7/31/2024,5/31/2025,https://s3.amazonaws.com/YM_Ads/-4010716692669508989.png,2373.2735,328417
Andersen Corporation,1/1/2025,Facebook,Link Post,8/26/2024,5/1/2025,https://s3.amazonaws.com/YM_Ads/6874751887605767253.png,38593.5058,5340663
Andersen Corporation,1/1/2025,Desktop Display,HTML5,12/15/2024,1/3/2025,https://s3.amazonaws.com/YM_Ads/1RQJGcTcFAPO4z-M6QR64w.png,14.2062,1503
Andersen Corporation,1/1/2025,Desktop Video,Video,7/17/2023,1/9/2025,https://s3.amazonaws.com/YM_Ads/RWQy_qJW4LArera54bPNtg.mp4,309.5686,62594
Andersen Corporation,1/1/2025,OTT,Video,1/23/2025,1/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0a13207089224364/media,13201.5837,549681
Andersen Corporation,1/1/2025,YouTube,Video,1/23/2025,1/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0a7b1be1031bac1b/media,45.5792,32530
Andersen Corporation,1/1/2025,YouTube,Video,8/12/2023,1/27/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f1d4ad2c2ca6c081/media,206.5021,14738
Andersen Corporation,1/1/2025,YouTube,Video,1/24/2025,1/27/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1606a3273aa1450d/media,40.6983,29046
Andersen Corporation,1/1/2025,Facebook,Photo Post,1/4/2024,6/1/2025,https://s3.amazonaws.com/YM_Ads/-7696615787085246910.png,30296.2642,4192471
Andersen Corporation,1/1/2025,YouTube,Video,1/7/2025,2/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1d5bc4a6168ac45d/media,3339.5927,2383435
Andersen Corporation,1/1/2025,YouTube,Video,1/20/2025,1/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f6c1e528abf0d21a/media,263.4182,187998
Andersen Corporation,1/1/2025,OTT,Video,1/31/2025,2/7/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/3545f091e46104c8/media,19021.105,872343
Andersen Corporation,1/1/2025,YouTube,Video,1/7/2025,1/31/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/ce20ff3b059fbea3/media,947.7503,676398
Andersen Corporation,1/1/2025,Instagram,Photo Post,6/6/2024,4/15/2025,https://s3.amazonaws.com/YM_Ads/2004453920421339217.png,7876.133,974915
Andersen Corporation,1/1/2025,Mobile Display,Image,1/3/2025,3/30/2025,https://s3.amazonaws.com/YM_Ads/gpG97s33ceWgIsUaIfa6zQ.jpg,34.4106,8347
Andersen Corporation,1/1/2025,OTT,Video,1/22/2025,2/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1d9bde5e4f49d8cb/media,5213.6133,210490
Andersen Corporation,1/1/2025,OTT,Video,4/4/2024,1/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/8789216d62dad670/media,20029.7009,808664
Andersen Corporation,1/1/2025,Desktop Video,Video,1/15/2025,1/15/2025,https://s3.amazonaws.com/YM_Ads/5iJRQ6PstKETOKsjznoRyw.mp4,522.05,52612
Andersen Corporation,1/1/2025,Instagram,Reel Post,3/9/2024,4/22/2025,https://s3.amazonaws.com/YM_Ads/-5543168253690609040.png,155.494,19247
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/24/2024,6/1/2025,,464.5419,57501
Andersen Corporation,1/1/2025,YouTube,Video,1/17/2025,1/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9797e66b4216a47f/media,60.2058,42968
Andersen Corporation,1/1/2025,Facebook,Photo Post,11/7/2024,1/12/2025,https://s3.amazonaws.com/YM_Ads/1146509033097898838.png,179155.8891,24792000
Andersen Corporation,1/1/2025,YouTube,Video,1/7/2025,1/10/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/8ac6a72349b2af48/media,107.9484,77042
Andersen Corporation,1/1/2025,Instagram,Photo Post,1/24/2025,1/26/2025,https://s3.amazonaws.com/YM_Ads/3904767818777376717.png,1001.4005,123952
Andersen Corporation,1/1/2025,OTT,Video,1/17/2025,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/37e75c9e199ee2f2/media,15760.9885,570063
Andersen Corporation,1/1/2025,OTT,Video,1/21/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9797e66b4216a47f/media,6103.0513,171394
Andersen Corporation,1/1/2025,OTT,Video,1/21/2025,1/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/156d16b743a694c0/media,4525.9692,120522
Andersen Corporation,1/1/2025,Desktop Display,HTML5,11/28/2024,1/3/2025,https://s3.amazonaws.com/YM_Ads/KEkIPA4MEYyQsQNMvMBYAw.png,28.4124,3006
Andersen Corporation,1/1/2025,Desktop Display,Image,12/7/2024,2/3/2025,https://s3.amazonaws.com/YM_Ads/W_QqbWiO0F_-di-AdJgYZQ.jpg,1079.9007,36336
Andersen Corporation,1/1/2025,Instagram,Photo Post,1/18/2025,1/23/2025,https://s3.amazonaws.com/YM_Ads/2411697120845449735.png,3317.4892,410641
Andersen Corporation,1/1/2025,Desktop Video,Video,1/7/2025,1/7/2025,https://s3.amazonaws.com/YM_Ads/PC2T1T3qo4u3HOZtGbiyPA.mp4,113.5482,11241
Andersen Corporation,1/1/2025,Instagram,Story Post,1/30/2025,2/2/2025,https://s3.amazonaws.com/YM_Ads/-8971706531478869902.png,147.6331,18274
Andersen Corporation,1/1/2025,Instagram,Unknown Post Type,1/3/2025,1/31/2025,,8670.7815,1073267
Andersen Corporation,1/1/2025,OTT,Video,8/11/2023,2/3/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/06af263a69cebdd8/media,1853.2235,67030
Andersen Corporation,1/1/2025,Desktop Display,HTML5,6/21/2024,5/12/2025,https://s3.amazonaws.com/YM_Ads/koUPDlZm9IAyfq7GJZ1cIQ.png,1106.2513,246497
Andersen Corporation,1/1/2025,Instagram,Photo Post,1/30/2025,2/2/2025,https://s3.amazonaws.com/YM_Ads/-8971706531478869902.png,1901.7183,235396
Andersen Corporation,1/1/2025,YouTube,Video,9/7/2023,1/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/49e1e473d88aa47b/media,21.142,15089
Andersen Corporation,1/1/2025,Instagram,Unknown Post Type,11/14/2024,6/1/2025,,148.938,18436
Andersen Corporation,1/1/2025,Instagram,Story Post,1/12/2025,3/1/2025,https://s3.amazonaws.com/YM_Ads/-1861569698578991610.png,2697.8984,333943
Andersen Corporation,1/1/2025,OTT,Video,1/9/2025,1/9/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1b93090030d6524f/media,13289.749,536550
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/3/2025,1/23/2025,,3694.2172,457269
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/30/2025,2/2/2025,https://s3.amazonaws.com/YM_Ads/-8971706531478869902.png,1322.8607,163744
Andersen Corporation,1/1/2025,OTT,Video,1/18/2025,1/30/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1d070ddb590a114f/media,9927.0503,359056
Andersen Corporation,1/1/2025,YouTube,Video,1/8/2025,1/8/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/b3c519d8e1b4b81f/media,44.0803,31460
Andersen Corporation,1/1/2025,Desktop Display,Image,1/8/2025,1/29/2025,https://s3.amazonaws.com/YM_Ads/bJqZBd-0Icyo2XQBiVXX5A.png,30.7768,2334
Andersen Corporation,1/1/2025,Instagram,Photo Post,12/24/2024,5/30/2025,https://s3.amazonaws.com/YM_Ads/2162815555848018005.png,304.0371,37634
Andersen Corporation,1/1/2025,Mobile Display,Image,1/1/2025,2/2/2025,https://s3.amazonaws.com/YM_Ads/b8K7IGIIBetqghEfzQD-0w.jpg,205.9844,33925
Andersen Corporation,1/1/2025,Instagram,Photo Post,12/25/2024,2/25/2025,https://s3.amazonaws.com/YM_Ads/3078823731195169596.png,742.6235,91921
Andersen Corporation,1/1/2025,Desktop Display,Image,4/15/2024,1/16/2025,https://s3.amazonaws.com/YM_Ads/lLAe9XDI3DsdswD_0uhVvw.jpg,429.9937,52715
Andersen Corporation,1/1/2025,OTT,Video,1/30/2025,1/30/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/bea980fdb2f624a0/media,1853.2235,67030
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/3/2025,1/31/2025,,4859.59,601520
Andersen Corporation,1/1/2025,YouTube,Video,6/24/2023,1/17/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/743299aa8a98fd24/media,19.7574,14100
Andersen Corporation,1/1/2025,OTT,Video,1/24/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/127564fd43dce4db/media,13297.1753,536849
Andersen Corporation,1/1/2025,Instagram,Photo Post,1/23/2025,1/29/2025,https://s3.amazonaws.com/YM_Ads/-5760380565614007856.png,3226.7608,399403
Andersen Corporation,1/1/2025,YouTube,Video,1/25/2025,1/26/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c5405f2ea98715fe/media,81.3404,58051
Andersen Corporation,1/1/2025,OTT,Video,1/21/2025,2/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/36cd8587070ad1af/media,4525.9692,120522
Andersen Corporation,1/1/2025,YouTube,Video,1/8/2025,1/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9b6075a5bd1db43f/media,587.5726,419341
Andersen Corporation,1/1/2025,Facebook,Photo Post,12/25/2024,2/25/2025,https://s3.amazonaws.com/YM_Ads/3078823731195169596.png,2045.6056,283074
Andersen Corporation,1/1/2025,Desktop Display,HTML5,1/13/2025,4/5/2025,https://s3.amazonaws.com/YM_Ads/MJM5Cue_Z3GcwELnVGiv8w.png,16.3587,1731
Andersen Corporation,1/1/2025,YouTube,Video,11/28/2023,1/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9efc2051b4843bbf/media,44.9369,32071
Andersen Corporation,1/1/2025,YouTube,Video,8/15/2023,1/6/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/cbbe54410cddb66b/media,21.7114,15495
Andersen Corporation,1/1/2025,Desktop Display,Image,1/1/2025,2/2/2025,https://s3.amazonaws.com/YM_Ads/b8K7IGIIBetqghEfzQD-0w.jpg,573.8638,107281
Andersen Corporation,1/1/2025,OTT,Video,1/31/2025,2/10/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/77f10d9823242947/media,10770.3477,434834
Andersen Corporation,1/1/2025,YouTube,Video,12/23/2024,1/17/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d14360e4b41c840a/media,84.8916,60585
Andersen Corporation,1/1/2025,YouTube,Video,6/16/2023,1/14/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/4af25b96572f6410/media,22.0954,15769
Andersen Corporation,1/1/2025,Desktop Display,HTML5,1/10/2024,5/31/2025,https://s3.amazonaws.com/YM_Ads/MAFBwpYFs0_dkfX2SKVUJw.png,2047.8831,800283
Andersen Corporation,1/1/2025,OTT,Video,1/17/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f668a6bf70be0895/media,9676.631,380534
Andersen Corporation,1/1/2025,OTT,Video,8/10/2023,1/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/49e1e473d88aa47b/media,2734.1941,98894
Andersen Corporation,1/1/2025,Desktop Display,HTML5,4/4/2024,5/30/2025,https://s3.amazonaws.com/YM_Ads/I0WRr9F8-DZrGIxn1uIA1Q.png,2084.7421,731422
Andersen Corporation,1/1/2025,YouTube,Video,1/10/2025,2/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/7be25bbb0bc2c5ab/media,3303.397,2357603
Andersen Corporation,1/1/2025,Facebook,Photo Post,12/24/2024,5/30/2025,https://s3.amazonaws.com/YM_Ads/2162815555848018005.png,4481.502,620159
Andersen Corporation,1/1/2025,OTT,Video,1/16/2025,1/30/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/44a5cbffd4c569e3/media,90464.1685,3272023
Andersen Corporation,1/1/2025,YouTube,Video,1/14/2025,2/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/6d26ae66413b03fd/media,1133.4385,808924
Andersen Corporation,1/1/2025,OTT,Video,1/11/2025,1/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/58b1c1ee00d82489/media,28765.0679,1148854
Andersen Corporation,1/1/2025,Desktop Display,HTML5,4/9/2024,5/26/2025,https://s3.amazonaws.com/YM_Ads/Xn3grjewaEXX4z8wz2HW1g.png,255.1473,44152
Andersen Corporation,1/1/2025,YouTube,Video,1/10/2025,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/228ac337e8b81bfe/media,128.6763,91834
Andersen Corporation,1/1/2025,YouTube,Video,1/9/2025,2/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c57d514b6e28526b/media,1935.0382,1381016
Andersen Corporation,1/1/2025,OTT,Video,1/25/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/ca36deeb3f4b5983/media,8426.834,340218
Andersen Corporation,1/1/2025,OTT,Video,1/11/2025,1/14/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/2a3c22abd3c4e0c2/media,7470.8502,270215
Andersen Corporation,1/1/2025,YouTube,Video,1/24/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c683170d89121f8e/media,40.3539,28800
Andersen Corporation,1/1/2025,OTT,Video,1/22/2025,1/26/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c80eba43542c7307/media,31763.7061,1148872
Andersen Corporation,1/1/2025,Desktop Display,HTML5,1/13/2024,5/31/2025,https://s3.amazonaws.com/YM_Ads/biciKXUw3Sa_s2dVFlfqrA.png,220.2397,43807
Andersen Corporation,1/1/2025,Instagram,Photo Post,1/15/2025,1/16/2025,https://s3.amazonaws.com/YM_Ads/-3163185255411539187.png,2798.2949,346370
Andersen Corporation,1/1/2025,OTT,Video,1/16/2025,1/31/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/413b0105c757fb86/media,98100.9725,3548239
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/18/2025,1/23/2025,https://s3.amazonaws.com/YM_Ads/2411697120845449735.png,8145.1083,1008206
Andersen Corporation,1/1/2025,YouTube,Video,1/7/2025,2/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/a7cb90a899024129/media,1391.8742,993368
Andersen Corporation,1/1/2025,Desktop Display,HTML5,1/23/2024,5/31/2025,https://s3.amazonaws.com/YM_Ads/XktYRNugKPebR4zTWXjQVQ.png,999.2781,305479
Andersen Corporation,1/1/2025,YouTube,Video,1/8/2025,1/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/7c4e7d48984cb4b7/media,449.414,320743
Andersen Corporation,1/1/2025,OTT,Video,1/13/2025,1/13/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/06fb41dc27e08dbe/media,3490.7437,151558
Andersen Corporation,1/1/2025,YouTube,Video,1/17/2025,1/31/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/e309b9bca83f9397/media,474.4476,338610
Andersen Corporation,1/1/2025,Instagram,Reel Post,6/6/2024,4/15/2025,https://s3.amazonaws.com/YM_Ads/2004453920421339217.png,1451.4925,179667
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/24/2025,1/26/2025,https://s3.amazonaws.com/YM_Ads/3904767818777376717.png,1001.4005,123952
Andersen Corporation,1/1/2025,Instagram,Story Post,6/6/2024,4/15/2025,https://s3.amazonaws.com/YM_Ads/2004453920421339217.png,2042.8984,252872
Andersen Corporation,1/1/2025,YouTube,Video,1/24/2023,1/17/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/16f4136873ed9a8f/media,19.7574,14100
Andersen Corporation,1/1/2025,YouTube,Video,1/11/2025,1/18/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f180ac1aee22c48e/media,105.4495,75258
Andersen Corporation,1/1/2025,Instagram,Story Post,1/24/2025,1/26/2025,https://s3.amazonaws.com/YM_Ads/3904767818777376717.png,713.2085,88280
Andersen Corporation,1/1/2025,YouTube,Video,1/6/2025,1/13/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/5bc9a8c37bf4a991/media,1926.7559,1375112
Andersen Corporation,1/1/2025,Instagram,Photo Post,11/1/2024,3/5/2025,https://s3.amazonaws.com/YM_Ads/5971456692827585664.png,153.0376,18943
Andersen Corporation,1/1/2025,Instagram,Story Post,1/18/2025,1/23/2025,https://s3.amazonaws.com/YM_Ads/2411697120845449735.png,145.2319,17977
Andersen Corporation,1/1/2025,OTT,Video,1/9/2025,1/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/49df7b2667de67fa/media,60184.5711,2457336
Andersen Corporation,1/1/2025,Facebook,Photo Post,11/2/2024,5/14/2025,https://s3.amazonaws.com/YM_Ads/-1637855032960010113.png,8201.0837,1134889
Andersen Corporation,1/1/2025,YouTube,Video,9/13/2023,1/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/24373c57e68a775e/media,65.3847,46664
Andersen Corporation,1/1/2025,OTT,Video,2/14/2023,3/10/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/bcc3254351613fb0/media,8346.3093,362373
Andersen Corporation,1/1/2025,OTT,Video,6/18/2023,5/15/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0d885d85cc444390/media,2840.3533,123320
Andersen Corporation,1/1/2025,Facebook,Photo Post,1/13/2025,3/15/2025,https://s3.amazonaws.com/YM_Ads/-1714477260817884972.png,140579.7433,19453677
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/23/2025,1/29/2025,https://s3.amazonaws.com/YM_Ads/-5760380565614007856.png,4227.9414,523328
Andersen Corporation,1/1/2025,Desktop Display,HTML5,12/14/2024,1/12/2025,https://s3.amazonaws.com/YM_Ads/OUGLlr8UUXmIgG0orRiFVA.png,40.694,4304
Andersen Corporation,1/1/2025,Desktop Display,HTML5,10/18/2024,1/1/2025,https://s3.amazonaws.com/YM_Ads/aDSUwbhVFW353vROPOU1yw.png,9.9962,1057
Andersen Corporation,1/1/2025,OTT,Video,1/25/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/96bce6aa9bf09e28/media,2957.4812,128405
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/12/2025,3/1/2025,https://s3.amazonaws.com/YM_Ads/-1861569698578991610.png,1041.6547,128935
Andersen Corporation,1/1/2025,YouTube,Video,1/21/2025,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1d9bde5e4f49d8cb/media,167.5627,119588
Andersen Corporation,1/1/2025,Facebook,Photo Post,11/1/2024,6/1/2025,https://s3.amazonaws.com/YM_Ads/5924157361382908452.png,1207.0395,167034
Andersen Corporation,1/1/2025,Desktop Display,HTML5,12/23/2024,1/3/2025,https://s3.amazonaws.com/YM_Ads/IIrnHN90JGC47XCdihkhHw.png,28.5575,3021
Andersen Corporation,1/1/2025,YouTube,Video,1/23/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/89596dbc7a10003d/media,86.1909,61514
Andersen Corporation,1/1/2025,OTT,Video,1/6/2023,5/17/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f2861e5caed95a19/media,2840.3533,123320
Andersen Corporation,1/1/2025,YouTube,Video,1/27/2025,1/27/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/a65cfc81638b9e10/media,41.3004,29476
Andersen Corporation,1/1/2025,Facebook,Photo Post,1/12/2025,3/1/2025,https://s3.amazonaws.com/YM_Ads/-1861569698578991610.png,19534.3906,2703211
Andersen Corporation,1/1/2025,OTT,Video,1/17/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f38e6928a95c8a70/media,40322.505,1458436
Andersen Corporation,1/1/2025,Instagram,Reel Post,11/1/2024,3/5/2025,https://s3.amazonaws.com/YM_Ads/5971456692827585664.png,143.0786,17710
Andersen Corporation,1/1/2025,OTT,Video,1/10/2025,2/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/252c254a80e29398/media,32066.4211,1325572
Andersen Corporation,1/1/2025,YouTube,Video,1/22/2025,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/51dce52345ce4297/media,66.4418,47418
Andersen Corporation,1/1/2025,Instagram,Unknown Post Type,4/24/2024,6/1/2025,,900.9069,111514
Andersen Corporation,1/1/2025,OTT,Video,1/18/2025,1/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/3edd99d7e560db71/media,16384.1792,592603
Andersen Corporation,1/1/2025,Desktop Display,Image,1/9/2025,1/15/2025,https://s3.amazonaws.com/YM_Ads/igwCcPuz4IvnCuDEtV1Y9g.gif,11760.3968,424437
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/4/2025,1/23/2025,,306.9394,37993
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/12/2025,1/12/2025,https://s3.amazonaws.com/YM_Ads/-6119763007128185555.png,6035.4678,747061
Andersen Corporation,1/1/2025,YouTube,Video,1/23/2025,1/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/71e17d1e17f058c2/media,22.7896,16265
Andersen Corporation,1/1/2025,Desktop Display,HTML5,6/12/2024,5/29/2025,https://s3.amazonaws.com/YM_Ads/lDxetjnDvaJzHHRFrIgQ1w.png,8491.4451,2514866
Andersen Corporation,1/1/2025,YouTube,Video,1/22/2025,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/be973ccdde6b9d19/media,44.2945,31612
Andersen Corporation,1/1/2025,Desktop Display,Image,1/14/2025,4/3/2025,https://s3.amazonaws.com/YM_Ads/TSPCeCI9y96J3cpexctoqA.jpg,11.9447,4052
Andersen Corporation,1/1/2025,Instagram,Reel Post,3/29/2024,5/20/2025,,153.121,18953
Andersen Corporation,1/1/2025,Desktop Display,HTML5,11/30/2024,1/10/2025,https://s3.amazonaws.com/YM_Ads/ujNi1Dhp3Hj5cdvjWrF_-A.png,15.5141,1641
Andersen Corporation,1/1/2025,Desktop Display,HTML5,12/21/2023,6/1/2025,https://s3.amazonaws.com/YM_Ads/oqGvNF-VFvjAQeo7QThKoA.png,2303.8413,733575
Andersen Corporation,1/1/2025,Instagram,Photo Post,1/13/2025,1/14/2025,https://s3.amazonaws.com/YM_Ads/-4073691672653160475.png,3805.262,471014
Andersen Corporation,1/1/2025,Facebook,Photo Post,1/23/2025,2/9/2025,https://s3.amazonaws.com/YM_Ads/2146160515008592957.png,100487.9573,13905668
Andersen Corporation,1/1/2025,Desktop Display,Image,1/1/2025,1/6/2025,https://s3.amazonaws.com/YM_Ads/ZD6XNYG-wlkoD5Z5d47VSQ.gif,97.392,7336
Andersen Corporation,1/1/2025,Mobile Display,Image,1/9/2025,1/15/2025,https://s3.amazonaws.com/YM_Ads/igwCcPuz4IvnCuDEtV1Y9g.gif,822.0471,32419
Andersen Corporation,1/1/2025,YouTube,Video,1/10/2023,1/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/60cf8aa98b28a648/media,21.142,15089
Andersen Corporation,1/1/2025,Instagram,Video Post,1/17/2025,1/17/2025,https://s3.amazonaws.com/YM_Ads/5062384729424316636.png,1378.0895,170577
Andersen Corporation,1/1/2025,Desktop Display,HTML5,12/17/2024,1/1/2025,https://s3.amazonaws.com/YM_Ads/rfVKiuc2C5AFNnVy3dIPNw.png,9.9962,1057
Andersen Corporation,1/1/2025,YouTube,Video,1/13/2025,2/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d849e6cc482d9b51/media,352.9774,251917
Andersen Corporation,1/1/2025,YouTube,Video,12/5/2024,1/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/2dc82e8f0ac0dd98/media,21.142,15089
Andersen Corporation,1/1/2025,Instagram,Photo Post,1/12/2025,3/1/2025,https://s3.amazonaws.com/YM_Ads/-1861569698578991610.png,4293.6734,531469
Andersen Corporation,1/1/2025,Mobile Display,Image,1/8/2025,1/29/2025,https://s3.amazonaws.com/YM_Ads/bJqZBd-0Icyo2XQBiVXX5A.png,229.818,26412
Andersen Corporation,1/1/2025,Facebook,Photo Post,1/24/2025,5/31/2025,https://s3.amazonaws.com/YM_Ads/6307689594725595122.png,5177.9803,716537
Andersen Corporation,1/1/2025,Instagram,Unknown Post Type,1/29/2025,2/26/2025,,147.8437,18300
Andersen Corporation,1/1/2025,OTT,Video,1/17/2025,1/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/ec459e819eec66eb/media,8789.1135,354844
Andersen Corporation,1/1/2025,YouTube,Video,1/16/2025,2/11/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/296ca8631e1ee95c/media,93.2181,66528
Andersen Corporation,1/1/2025,Desktop Display,HTML5,11/18/2024,1/1/2025,https://s3.amazonaws.com/YM_Ads/IB1Gr-PypzGmwcdyU-yBJg.png,9.9962,1057
Andersen Corporation,1/1/2025,YouTube,Video,1/8/2025,3/5/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/58b1c1ee00d82489/media,187.8064,134036
Andersen Corporation,1/1/2025,YouTube,Video,1/8/2025,1/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0038162c7d5f25b7/media,474.089,338350
Andersen Corporation,1/1/2025,Desktop Display,HTML5,1/24/2024,5/24/2025,https://s3.amazonaws.com/YM_Ads/3BugKjR_rVETMm4DpqmEKQ.png,546.8914,220519
Andersen Corporation,1/1/2025,YouTube,Video,1/3/2025,1/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/bb543f6abe81ffbf/media,552.2764,394151
Andersen Corporation,1/1/2025,YouTube,Video,1/17/2025,1/17/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c0877457d0aee31b/media,19.7574,14100
Andersen Corporation,1/1/2025,Facebook,Photo Post,1/21/2025,3/27/2025,https://s3.amazonaws.com/YM_Ads/7117027238081160900.png,102487.7386,14182438
Andersen Corporation,1/1/2025,Instagram,Unknown Post Type,1/4/2025,1/23/2025,,1353.8175,167574
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/15/2025,1/16/2025,https://s3.amazonaws.com/YM_Ads/-3163185255411539187.png,5283.9546,654042
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/17/2025,5/18/2025,,153.121,18953
Andersen Corporation,1/1/2025,Desktop Display,HTML5,3/19/2024,5/29/2025,https://s3.amazonaws.com/YM_Ads/0I60k5kX4EAuK0SZocs85w.png,622.5665,221612
Andersen Corporation,1/1/2025,OTT,Video,10/9/2021,1/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/2662f5ce9712ab6e/media,1322.3174,47827
Andersen Corporation,1/1/2025,Instagram,Reel Post,1/13/2025,1/14/2025,https://s3.amazonaws.com/YM_Ads/-4073691672653160475.png,8507.2734,1053028
Andersen Corporation,1/1/2025,OTT,Video,1/13/2025,1/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0038162c7d5f25b7/media,17558.2261,720358
Andersen Corporation,1/1/2025,YouTube,Video,1/8/2025,2/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/252c254a80e29398/media,258.0854,184192
